,world,question,wq_order,u_order,q_order,response,pol,conform,D%,R%,winner
40218,8,17,192,2317,40645,0.0,-2.0,conform,0.17,0.35714285714285715,republicans
40266,8,17,193,2305,40693,0.0,2.0,rebel,0.16831683168316833,0.35714285714285715,republicans
40761,8,17,194,2337,41188,1.0,2.0,conform,0.16831683168316833,0.35294117647058826,republicans
40878,8,17,195,2347,41305,0.0,1.0,rebel,0.16831683168316833,0.36046511627906974,republicans
41144,8,17,196,2360,41571,1.0,2.0,conform,0.16831683168316833,0.3563218390804598,republicans
41280,8,17,197,2371,41728,0.0,-1.0,conform,0.16831683168316833,0.36363636363636365,republicans
41467,8,17,198,2381,41924,0.0,2.0,rebel,0.16666666666666666,0.36363636363636365,republicans
41568,8,17,199,2388,42032,0.0,-2.0,conform,0.16666666666666666,0.3595505617977528,republicans
41781,8,17,200,2400,42259,1.0,2.0,conform,0.1650485436893204,0.3595505617977528,republicans
41978,8,17,201,2410,42456,0.0,2.0,rebel,0.1650485436893204,0.36666666666666664,republicans
42031,8,17,202,2414,42509,1.0,1.0,conform,0.1650485436893204,0.3626373626373626,republicans
42333,8,17,203,2433,42823,1.0,2.0,conform,0.1650485436893204,0.3695652173913043,republicans
42569,8,17,204,2440,43059,0.0,-2.0,conform,0.1650485436893204,0.3763440860215054,republicans
42652,8,17,205,2447,43142,0.0,2.0,rebel,0.16346153846153846,0.3763440860215054,republicans
42817,8,17,207,2469,43307,0.0,-1.0,conform,0.16346153846153846,0.3723404255319149,republicans
43112,8,17,209,2491,43609,1.0,1.0,conform,0.1619047619047619,0.3723404255319149,republicans
43165,8,17,210,2494,43662,1.0,2.0,conform,0.1619047619047619,0.37894736842105264,republicans
43445,8,17,211,2509,43942,0.0,-2.0,conform,0.1619047619047619,0.3854166666666667,republicans
43592,8,17,212,2515,44089,0.0,-1.0,conform,0.16037735849056603,0.3854166666666667,republicans
43856,8,17,213,2529,44353,1.0,1.0,conform,0.1588785046728972,0.3854166666666667,republicans
44106,8,17,214,2542,44606,0.0,-2.0,conform,0.1588785046728972,0.3917525773195876,republicans
44176,8,17,215,2547,44676,0.0,-2.0,conform,0.1574074074074074,0.3917525773195876,republicans
44590,8,17,216,2567,45090,0.0,1.0,rebel,0.1559633027522936,0.3917525773195876,republicans
45031,8,17,217,2599,45532,1.0,1.0,conform,0.1559633027522936,0.3877551020408163,republicans
45153,8,17,218,2604,45654,0.0,1.0,rebel,0.1559633027522936,0.3939393939393939,republicans
45433,8,17,219,2619,45935,1.0,-1.0,rebel,0.1559633027522936,0.39,republicans
45709,8,17,220,2632,46211,0.0,1.0,rebel,0.16363636363636364,0.39,republicans
45783,8,17,221,2637,46285,0.0,-1.0,conform,0.16363636363636364,0.38613861386138615,republicans
46023,8,17,222,2651,46525,0.0,1.0,rebel,0.16216216216216217,0.38613861386138615,republicans
46358,8,17,223,2667,46860,0.0,-1.0,conform,0.16216216216216217,0.38235294117647056,republicans
46813,8,17,224,2701,47315,1.0,1.0,conform,0.16071428571428573,0.38235294117647056,republicans
46962,8,17,225,2708,47464,1.0,-2.0,rebel,0.16071428571428573,0.3883495145631068,republicans
47205,8,17,226,2720,47707,0.0,2.0,rebel,0.168141592920354,0.3883495145631068,republicans
95,8,18,1,4,95,1.0,-2.0,equal,0.5,0.5,equal
154,8,18,2,9,154,0.0,-1.0,rebel,1.0,0.5,democrats
480,8,18,3,22,480,0.0,-2.0,equal,0.5,0.5,equal
647,8,18,4,34,647,0.0,2.0,rebel,0.3333333333333333,0.5,republicans
836,8,18,5,45,836,0.0,1.0,conform,0.3333333333333333,0.0,democrats
1015,8,18,6,58,1015,0.0,-2.0,rebel,0.3333333333333333,0.0,democrats
1204,8,18,7,68,1204,1.0,-2.0,conform,0.25,0.0,democrats
1247,8,18,8,71,1247,0.0,-1.0,rebel,0.4,0.0,democrats
1550,8,18,9,82,1550,1.0,-1.0,conform,0.3333333333333333,0.0,democrats
1631,8,18,10,89,1631,0.0,-1.0,rebel,0.42857142857142855,0.0,democrats
2114,8,18,11,119,2114,0.0,-2.0,rebel,0.375,0.0,democrats
2499,8,18,12,137,2499,1.0,-1.0,conform,0.3333333333333333,0.0,democrats
2530,8,18,13,142,2530,0.0,1.0,conform,0.4,0.0,democrats
2762,8,18,14,151,2777,0.0,-1.0,rebel,0.4,0.0,democrats
2987,8,18,15,164,3002,0.0,2.0,conform,0.36363636363636365,0.0,democrats
3062,8,18,16,169,3077,0.0,1.0,conform,0.36363636363636365,0.0,democrats
3384,8,18,17,186,3399,0.0,-2.0,rebel,0.36363636363636365,0.0,democrats
3532,8,18,18,195,3547,0.0,1.0,conform,0.3333333333333333,0.0,democrats
3768,8,18,19,208,3783,0.0,-2.0,rebel,0.3333333333333333,0.0,democrats
3864,8,18,20,212,3879,0.0,-1.0,rebel,0.3076923076923077,0.0,democrats
4093,8,18,21,226,4110,0.0,-1.0,rebel,0.2857142857142857,0.0,democrats
4292,8,18,22,235,4309,1.0,-1.0,conform,0.26666666666666666,0.0,democrats
4877,8,18,23,265,4894,1.0,-1.0,conform,0.3125,0.0,democrats
4894,8,18,24,245,4911,0.0,-2.0,rebel,0.35294117647058826,0.0,democrats
4990,8,18,25,269,5007,1.0,-1.0,conform,0.3333333333333333,0.0,democrats
5154,8,18,26,279,5171,1.0,1.0,rebel,0.3684210526315789,0.0,democrats
5548,8,18,27,294,5565,1.0,-1.0,conform,0.3684210526315789,0.14285714285714285,democrats
5627,8,18,28,309,5644,0.0,-2.0,rebel,0.4,0.14285714285714285,democrats
5673,8,18,29,307,5690,0.0,-1.0,rebel,0.38095238095238093,0.14285714285714285,democrats
5952,8,18,30,321,5969,0.0,-1.0,rebel,0.36363636363636365,0.14285714285714285,democrats
6108,8,18,31,335,6125,0.0,2.0,conform,0.34782608695652173,0.14285714285714285,democrats
6304,8,18,32,349,6321,0.0,-2.0,rebel,0.34782608695652173,0.125,democrats
6312,8,18,33,345,6329,0.0,-2.0,rebel,0.3333333333333333,0.125,democrats
6671,8,18,34,361,6689,0.0,-2.0,rebel,0.32,0.125,democrats
6736,8,18,35,370,6754,0.0,2.0,conform,0.3076923076923077,0.125,democrats
6981,8,18,36,382,7002,0.0,-2.0,rebel,0.3076923076923077,0.1111111111111111,democrats
7325,8,18,37,398,7346,0.0,2.0,conform,0.2962962962962963,0.1111111111111111,democrats
7371,8,18,38,400,7392,1.0,2.0,rebel,0.2962962962962963,0.1,democrats
7496,8,18,39,414,7517,0.0,-1.0,rebel,0.2962962962962963,0.18181818181818182,democrats
7735,8,18,40,421,7757,1.0,-1.0,conform,0.2857142857142857,0.18181818181818182,democrats
7955,8,18,41,432,7977,0.0,-2.0,rebel,0.3103448275862069,0.18181818181818182,democrats
8273,8,18,42,446,8295,0.0,1.0,conform,0.3,0.18181818181818182,democrats
8431,8,18,43,459,8453,0.0,2.0,conform,0.3,0.16666666666666666,democrats
8861,8,18,44,480,8889,1.0,-1.0,conform,0.3,0.15384615384615385,democrats
8972,8,18,45,491,9000,0.0,-1.0,rebel,0.3225806451612903,0.15384615384615385,democrats
9329,8,18,46,508,9357,0.0,1.0,conform,0.3125,0.15384615384615385,democrats
9383,8,18,47,516,9411,1.0,-1.0,conform,0.3125,0.14285714285714285,democrats
9435,8,18,48,525,9463,0.0,-1.0,rebel,0.3333333333333333,0.14285714285714285,democrats
9738,8,18,49,536,9766,0.0,2.0,conform,0.3235294117647059,0.14285714285714285,democrats
9852,8,18,50,545,9880,0.0,2.0,conform,0.3235294117647059,0.13333333333333333,democrats
9980,8,18,51,552,10008,0.0,-1.0,rebel,0.3235294117647059,0.125,democrats
10229,8,18,52,569,10257,1.0,-1.0,conform,0.3142857142857143,0.125,democrats
10822,8,18,53,604,10850,0.0,-1.0,rebel,0.3333333333333333,0.125,democrats
10971,8,18,54,612,10999,0.0,1.0,conform,0.32432432432432434,0.125,democrats
11202,8,18,55,624,11230,1.0,-1.0,conform,0.32432432432432434,0.11764705882352941,democrats
11584,8,18,56,635,11612,0.0,1.0,conform,0.34210526315789475,0.11764705882352941,democrats
11589,8,18,57,646,11617,0.0,1.0,conform,0.34210526315789475,0.1111111111111111,democrats
11671,8,18,58,649,11699,1.0,1.0,rebel,0.34210526315789475,0.10526315789473684,democrats
12068,8,18,59,666,12096,0.0,1.0,conform,0.34210526315789475,0.15,democrats
12223,8,18,60,677,12251,0.0,1.0,conform,0.34210526315789475,0.14285714285714285,democrats
12383,8,18,61,681,12411,0.0,-1.0,rebel,0.34210526315789475,0.13636363636363635,democrats
12532,8,18,62,692,12560,0.0,1.0,conform,0.3333333333333333,0.13636363636363635,democrats
12609,8,18,63,703,12637,0.0,2.0,conform,0.3333333333333333,0.13043478260869565,democrats
13123,8,18,64,729,13151,0.0,-1.0,rebel,0.3333333333333333,0.125,democrats
13162,8,18,65,727,13190,1.0,2.0,rebel,0.325,0.125,democrats
13369,8,18,66,742,13397,0.0,-1.0,rebel,0.325,0.16,democrats
13865,8,18,67,767,13893,0.0,-2.0,rebel,0.3170731707317073,0.16,democrats
14070,8,18,68,778,14098,0.0,-2.0,rebel,0.30952380952380953,0.16,democrats
14171,8,18,69,783,14199,0.0,1.0,conform,0.3023255813953488,0.16,democrats
14465,8,18,70,798,14493,0.0,-2.0,rebel,0.3023255813953488,0.15384615384615385,democrats
14729,8,18,71,813,14757,1.0,1.0,rebel,0.29545454545454547,0.15384615384615385,democrats
15038,8,18,72,827,15066,0.0,-2.0,rebel,0.29545454545454547,0.18518518518518517,democrats
15166,8,18,73,837,15194,0.0,1.0,conform,0.28888888888888886,0.18518518518518517,democrats
15293,8,18,74,843,15327,0.0,2.0,conform,0.28888888888888886,0.17857142857142858,democrats
15487,8,18,75,852,15521,1.0,-1.0,conform,0.28888888888888886,0.1724137931034483,democrats
15808,8,18,76,868,15842,1.0,1.0,rebel,0.30434782608695654,0.1724137931034483,democrats
15987,8,18,77,878,16021,0.0,-2.0,rebel,0.30434782608695654,0.2,democrats
16072,8,18,78,883,16106,0.0,2.0,conform,0.2978723404255319,0.2,democrats
16289,8,18,79,891,16323,1.0,-2.0,conform,0.2978723404255319,0.1935483870967742,democrats
16429,8,18,80,899,16463,1.0,-1.0,conform,0.3125,0.1935483870967742,democrats
16753,8,18,81,917,16787,1.0,2.0,rebel,0.32653061224489793,0.1935483870967742,democrats
16821,8,18,82,921,16855,0.0,1.0,conform,0.32653061224489793,0.21875,democrats
17049,8,18,83,931,17140,0.0,2.0,conform,0.32653061224489793,0.21212121212121213,democrats
17096,8,18,84,934,17187,1.0,-2.0,conform,0.32653061224489793,0.20588235294117646,democrats
17597,8,18,85,961,17688,1.0,-1.0,conform,0.34,0.20588235294117646,democrats
17709,8,18,86,967,17800,0.0,1.0,conform,0.35294117647058826,0.20588235294117646,democrats
18100,8,18,87,982,18191,0.0,-2.0,rebel,0.35294117647058826,0.2,democrats
18231,8,18,88,994,18322,1.0,2.0,rebel,0.34615384615384615,0.2,democrats
18519,8,18,89,1008,18610,1.0,2.0,rebel,0.34615384615384615,0.2222222222222222,democrats
18680,8,18,90,1015,18771,0.0,2.0,conform,0.34615384615384615,0.24324324324324326,democrats
19034,8,18,91,1040,19129,0.0,1.0,conform,0.34615384615384615,0.23684210526315788,democrats
19295,8,18,92,1054,19391,0.0,-2.0,rebel,0.34615384615384615,0.23076923076923078,democrats
19555,8,18,93,1064,19651,0.0,1.0,conform,0.33962264150943394,0.23076923076923078,democrats
19859,8,18,94,1079,19955,0.0,1.0,conform,0.33962264150943394,0.225,democrats
20052,8,18,95,1091,20148,0.0,1.0,conform,0.33962264150943394,0.21951219512195122,democrats
20228,8,18,96,1099,20324,0.0,1.0,conform,0.33962264150943394,0.21428571428571427,democrats
20545,8,18,97,1113,20641,0.0,1.0,conform,0.33962264150943394,0.20930232558139536,democrats
20651,8,18,98,1120,20747,0.0,1.0,conform,0.33962264150943394,0.20454545454545456,democrats
20844,8,18,99,1126,20940,1.0,2.0,rebel,0.33962264150943394,0.2,democrats
21010,8,18,100,1139,21106,0.0,2.0,conform,0.33962264150943394,0.21739130434782608,democrats
21141,8,18,101,1144,21237,1.0,-1.0,conform,0.33962264150943394,0.2127659574468085,democrats
21454,8,18,102,1157,21550,0.0,-2.0,rebel,0.35185185185185186,0.2127659574468085,democrats
21853,8,18,103,1165,21949,0.0,1.0,conform,0.34545454545454546,0.2127659574468085,democrats
22047,8,18,104,1182,22153,0.0,-2.0,rebel,0.34545454545454546,0.20833333333333334,democrats
22085,8,18,105,1191,22250,1.0,-1.0,conform,0.3392857142857143,0.20833333333333334,democrats
22177,8,18,106,1194,22342,0.0,2.0,conform,0.3508771929824561,0.20833333333333334,democrats
22506,8,18,107,1209,22671,0.0,1.0,conform,0.3508771929824561,0.20408163265306123,democrats
22645,8,18,108,1215,22810,0.0,-2.0,rebel,0.3508771929824561,0.2,democrats
22991,8,18,109,1232,23156,0.0,-1.0,rebel,0.3448275862068966,0.2,democrats
23037,8,18,110,1240,23202,0.0,1.0,conform,0.3389830508474576,0.2,democrats
23353,8,18,111,1247,23519,1.0,-2.0,conform,0.3389830508474576,0.19607843137254902,democrats
23482,8,18,112,1260,23648,0.0,-1.0,rebel,0.35,0.19607843137254902,democrats
23839,8,18,113,1270,24005,0.0,1.0,conform,0.3442622950819672,0.19607843137254902,democrats
23872,8,18,114,1274,24038,0.0,2.0,conform,0.3442622950819672,0.19230769230769232,democrats
24026,8,18,115,1292,24192,0.0,-2.0,rebel,0.3442622950819672,0.18867924528301888,democrats
24139,8,18,116,1296,24305,1.0,-2.0,conform,0.3387096774193548,0.18867924528301888,democrats
24449,8,18,117,1304,24615,0.0,1.0,conform,0.3492063492063492,0.18867924528301888,democrats
24734,8,18,118,1320,24900,0.0,2.0,conform,0.3492063492063492,0.18518518518518517,democrats
24838,8,18,119,1329,25004,0.0,1.0,conform,0.3492063492063492,0.18181818181818182,democrats
25345,8,18,120,1346,25511,0.0,2.0,conform,0.3492063492063492,0.17857142857142858,democrats
25428,8,18,121,1359,25594,1.0,-1.0,conform,0.3492063492063492,0.17543859649122806,democrats
25839,8,18,122,1377,26005,1.0,-2.0,conform,0.359375,0.17543859649122806,democrats
25842,8,18,123,1385,26008,1.0,-2.0,conform,0.36923076923076925,0.17543859649122806,democrats
26207,8,18,124,1399,26373,0.0,-1.0,rebel,0.3787878787878788,0.17543859649122806,democrats
26598,8,18,125,1408,26766,0.0,-1.0,rebel,0.373134328358209,0.17543859649122806,democrats
26780,8,18,126,1422,26948,1.0,-2.0,conform,0.36764705882352944,0.17543859649122806,democrats
26907,8,18,127,1436,27075,0.0,-2.0,rebel,0.37681159420289856,0.17543859649122806,democrats
27152,8,18,128,1450,27325,1.0,-2.0,conform,0.37142857142857144,0.17543859649122806,democrats
27299,8,18,129,1466,27472,0.0,-1.0,rebel,0.38028169014084506,0.17543859649122806,democrats
27353,8,18,130,1459,27528,0.0,-2.0,rebel,0.375,0.17543859649122806,democrats
27793,8,18,131,1482,27980,1.0,-1.0,conform,0.3698630136986301,0.17543859649122806,democrats
27806,8,18,132,1430,27993,1.0,2.0,rebel,0.3783783783783784,0.17543859649122806,democrats
28061,8,18,133,1485,28248,1.0,-2.0,conform,0.3783783783783784,0.1896551724137931,democrats
28219,8,18,134,1503,28406,0.0,-1.0,rebel,0.38666666666666666,0.1896551724137931,democrats
28310,8,18,135,1517,28497,1.0,1.0,rebel,0.3815789473684211,0.1896551724137931,democrats
28569,8,18,136,1512,28758,1.0,1.0,rebel,0.3815789473684211,0.2033898305084746,democrats
28760,8,18,137,1533,28949,0.0,2.0,conform,0.3815789473684211,0.21666666666666667,democrats
29324,8,18,138,1541,29517,0.0,1.0,conform,0.3815789473684211,0.21311475409836064,democrats
29727,8,18,139,1588,29923,0.0,1.0,conform,0.3815789473684211,0.20967741935483872,democrats
30061,8,18,140,1544,30258,1.0,1.0,rebel,0.3815789473684211,0.20634920634920634,democrats
30244,8,18,141,1610,30445,0.0,1.0,conform,0.3815789473684211,0.21875,democrats
30261,8,18,142,1601,30462,1.0,-2.0,conform,0.3815789473684211,0.2153846153846154,democrats
30446,8,18,143,1565,30647,0.0,-1.0,rebel,0.38961038961038963,0.2153846153846154,democrats
30471,8,18,144,1627,30673,0.0,1.0,conform,0.38461538461538464,0.2153846153846154,democrats
30539,8,18,145,1635,30741,0.0,1.0,conform,0.38461538461538464,0.21212121212121213,democrats
30622,8,18,146,1616,30824,1.0,-2.0,conform,0.38461538461538464,0.208955223880597,democrats
31230,8,18,147,1652,31447,0.0,2.0,conform,0.3924050632911392,0.208955223880597,democrats
31340,8,18,148,1668,31560,0.0,-2.0,rebel,0.3924050632911392,0.20588235294117646,democrats
31555,8,18,149,1683,31785,0.0,-1.0,rebel,0.3875,0.20588235294117646,democrats
31598,8,18,150,1685,31828,1.0,-2.0,conform,0.38271604938271603,0.20588235294117646,democrats
32013,8,18,151,1706,32286,0.0,-2.0,rebel,0.3902439024390244,0.20588235294117646,democrats
32030,8,18,152,1702,32303,0.0,2.0,conform,0.3855421686746988,0.20588235294117646,democrats
32767,8,18,153,1747,33104,0.0,1.0,conform,0.3855421686746988,0.2028985507246377,democrats
32980,8,18,154,1760,33333,1.0,-1.0,conform,0.3855421686746988,0.2,democrats
33052,8,18,155,1767,33405,1.0,1.0,rebel,0.39285714285714285,0.2,democrats
33305,8,18,158,1804,33660,1.0,2.0,rebel,0.39285714285714285,0.2112676056338028,democrats
33465,8,18,159,1824,33821,0.0,-1.0,rebel,0.39285714285714285,0.2222222222222222,democrats
33677,8,18,161,1872,34038,0.0,-2.0,rebel,0.38823529411764707,0.2222222222222222,democrats
33810,8,18,162,1891,34171,0.0,-2.0,rebel,0.38372093023255816,0.2222222222222222,democrats
34038,8,18,163,1905,34401,0.0,-2.0,rebel,0.3793103448275862,0.2222222222222222,democrats
34326,8,18,164,1922,34690,0.0,1.0,conform,0.375,0.2222222222222222,democrats
34510,8,18,165,1931,34874,0.0,-1.0,rebel,0.375,0.2191780821917808,democrats
34596,8,18,166,1936,34960,0.0,1.0,conform,0.3707865168539326,0.2191780821917808,democrats
34803,8,18,167,1956,35167,1.0,-1.0,conform,0.3707865168539326,0.21621621621621623,democrats
35084,8,18,168,1972,35448,0.0,-2.0,rebel,0.37777777777777777,0.21621621621621623,democrats
35430,8,18,169,1992,35794,0.0,-1.0,rebel,0.37362637362637363,0.21621621621621623,democrats
35486,8,18,170,1993,35850,0.0,-1.0,rebel,0.3695652173913043,0.21621621621621623,democrats
36089,8,18,171,2034,36457,0.0,-2.0,rebel,0.3655913978494624,0.21621621621621623,democrats
36348,8,18,172,2068,36720,0.0,1.0,conform,0.3617021276595745,0.21621621621621623,democrats
36483,8,18,173,2075,36855,0.0,-2.0,rebel,0.3617021276595745,0.21333333333333335,democrats
36883,8,18,174,2102,37256,0.0,-2.0,rebel,0.35789473684210527,0.21333333333333335,democrats
36913,8,18,175,2104,37286,0.0,1.0,conform,0.3541666666666667,0.21333333333333335,democrats
37345,8,18,178,2140,37736,0.0,2.0,conform,0.3541666666666667,0.21052631578947367,democrats
37644,8,18,179,2161,38035,1.0,-2.0,conform,0.3541666666666667,0.2077922077922078,democrats
37735,8,18,180,2164,38127,1.0,-2.0,conform,0.36082474226804123,0.2077922077922078,democrats
37966,8,18,181,2178,38359,0.0,-2.0,rebel,0.3673469387755102,0.2077922077922078,democrats
38325,8,18,182,2189,38718,0.0,2.0,conform,0.36363636363636365,0.2077922077922078,democrats
38535,8,18,183,2212,38931,0.0,-1.0,rebel,0.36363636363636365,0.20512820512820512,democrats
38745,8,18,184,2240,39144,1.0,1.0,rebel,0.36,0.20512820512820512,democrats
38845,8,18,185,2246,39269,0.0,1.0,conform,0.36,0.21518987341772153,democrats
39058,8,18,186,2257,39482,0.0,-2.0,rebel,0.36,0.2125,democrats
39202,8,18,187,2266,39626,0.0,1.0,conform,0.3564356435643564,0.2125,democrats
39531,8,18,188,2281,39958,0.0,1.0,conform,0.3564356435643564,0.20987654320987653,democrats
39684,8,18,189,2289,40111,0.0,2.0,conform,0.3564356435643564,0.2073170731707317,democrats
39830,8,18,190,2296,40257,1.0,-1.0,conform,0.3564356435643564,0.20481927710843373,democrats
40224,8,18,191,2317,40651,1.0,-2.0,conform,0.3627450980392157,0.20481927710843373,democrats
40249,8,18,192,2305,40676,1.0,2.0,rebel,0.36893203883495146,0.20481927710843373,democrats
40718,8,18,193,2337,41145,0.0,2.0,conform,0.36893203883495146,0.21428571428571427,democrats
40919,8,18,194,2347,41346,1.0,1.0,rebel,0.36893203883495146,0.21176470588235294,democrats
41163,8,18,195,2360,41590,0.0,2.0,conform,0.36893203883495146,0.22093023255813954,democrats
41293,8,18,196,2371,41744,1.0,-1.0,conform,0.36893203883495146,0.21839080459770116,democrats
41478,8,18,197,2381,41935,1.0,2.0,rebel,0.375,0.21839080459770116,democrats
41807,8,18,198,2400,42285,0.0,2.0,conform,0.375,0.22727272727272727,democrats
41985,8,18,199,2410,42463,0.0,2.0,conform,0.375,0.2247191011235955,democrats
42041,8,18,200,2414,42519,0.0,1.0,conform,0.375,0.2222222222222222,democrats
42377,8,18,201,2433,42867,0.0,2.0,conform,0.375,0.21978021978021978,democrats
42559,8,18,202,2440,43049,1.0,-2.0,conform,0.375,0.21739130434782608,democrats
42662,8,18,203,2447,43152,0.0,2.0,conform,0.38095238095238093,0.21739130434782608,democrats
42789,8,18,204,2463,43279,1.0,1.0,rebel,0.38095238095238093,0.21505376344086022,democrats
42814,8,18,205,2469,43304,1.0,-1.0,conform,0.38095238095238093,0.22340425531914893,democrats
43100,8,18,206,2491,43597,1.0,1.0,rebel,0.3867924528301887,0.22340425531914893,democrats
43150,8,18,207,2494,43647,0.0,2.0,conform,0.3867924528301887,0.23157894736842105,democrats
43441,8,18,208,2509,43938,0.0,-2.0,rebel,0.3867924528301887,0.22916666666666666,democrats
43598,8,18,209,2515,44095,1.0,-1.0,conform,0.38317757009345793,0.22916666666666666,democrats
43849,8,18,210,2529,44346,1.0,1.0,rebel,0.3888888888888889,0.22916666666666666,democrats
44094,8,18,211,2542,44594,1.0,-2.0,conform,0.3888888888888889,0.23711340206185566,democrats
44191,8,18,212,2547,44691,0.0,-2.0,rebel,0.3944954128440367,0.23711340206185566,democrats
44551,8,18,213,2567,45051,1.0,1.0,rebel,0.39090909090909093,0.23711340206185566,democrats
44796,8,18,214,2579,45296,1.0,-1.0,conform,0.39090909090909093,0.24489795918367346,democrats
45033,8,18,215,2599,45534,0.0,1.0,conform,0.3963963963963964,0.24489795918367346,democrats
45133,8,18,216,2604,45634,0.0,1.0,conform,0.3963963963963964,0.24242424242424243,democrats
45421,8,18,217,2619,45923,0.0,-1.0,rebel,0.3963963963963964,0.24,democrats
45728,8,18,218,2632,46230,0.0,1.0,conform,0.39285714285714285,0.24,democrats
45755,8,18,219,2637,46257,1.0,-1.0,conform,0.39285714285714285,0.2376237623762376,democrats
46034,8,18,220,2651,46536,1.0,1.0,rebel,0.39823008849557523,0.2376237623762376,democrats
46354,8,18,221,2667,46856,1.0,-1.0,conform,0.39823008849557523,0.24509803921568626,democrats
46819,8,18,222,2701,47321,0.0,1.0,conform,0.40350877192982454,0.24509803921568626,democrats
46964,8,18,223,2708,47466,1.0,-2.0,conform,0.40350877192982454,0.24271844660194175,democrats
47227,8,18,224,2720,47729,0.0,2.0,conform,0.40869565217391307,0.24271844660194175,democrats
96,8,19,1,4,96,1.0,-2.0,equal,0.5,0.5,equal
150,8,19,2,9,150,1.0,-1.0,conform,1.0,0.5,democrats
544,8,19,3,22,544,0.0,-2.0,rebel,1.0,0.5,democrats
612,8,19,4,34,612,0.0,2.0,conform,0.6666666666666666,0.5,democrats
887,8,19,5,45,887,0.0,1.0,conform,0.6666666666666666,0.0,democrats
1019,8,19,6,58,1019,0.0,-2.0,rebel,0.6666666666666666,0.0,democrats
1176,8,19,7,68,1176,1.0,-2.0,conform,0.5,0.0,democrats
1260,8,19,8,71,1260,0.0,-1.0,rebel,0.6,0.0,democrats
1502,8,19,9,82,1502,0.0,-1.0,rebel,0.5,0.0,democrats
1643,8,19,10,89,1643,1.0,-1.0,conform,0.42857142857142855,0.0,democrats
2091,8,19,11,119,2091,0.0,-2.0,rebel,0.5,0.0,democrats
2495,8,19,12,137,2495,0.0,-1.0,rebel,0.4444444444444444,0.0,democrats
2563,8,19,13,142,2563,0.0,1.0,conform,0.4,0.0,democrats
2756,8,19,14,151,2771,1.0,-1.0,conform,0.4,0.0,democrats
2982,8,19,15,164,2997,0.0,2.0,conform,0.45454545454545453,0.0,democrats
3082,8,19,16,169,3097,1.0,1.0,rebel,0.45454545454545453,0.0,democrats
3373,8,19,17,186,3388,0.0,-2.0,rebel,0.45454545454545453,0.2,democrats
3524,8,19,18,195,3539,1.0,1.0,rebel,0.4166666666666667,0.2,democrats
3780,8,19,19,208,3795,1.0,-2.0,conform,0.4166666666666667,0.3333333333333333,democrats
3863,8,19,20,212,3878,1.0,-1.0,conform,0.46153846153846156,0.3333333333333333,democrats
4108,8,19,21,226,4125,1.0,-1.0,conform,0.5,0.3333333333333333,democrats
4276,8,19,22,235,4293,1.0,-1.0,conform,0.5333333333333333,0.3333333333333333,democrats
4824,8,19,23,265,4841,0.0,-1.0,rebel,0.5625,0.3333333333333333,democrats
4885,8,19,24,245,4902,0.0,-2.0,rebel,0.5294117647058824,0.3333333333333333,democrats
4954,8,19,25,269,4971,1.0,-1.0,conform,0.5,0.3333333333333333,democrats
5192,8,19,26,279,5209,1.0,1.0,rebel,0.5263157894736842,0.3333333333333333,democrats
5529,8,19,27,294,5546,1.0,-1.0,conform,0.5263157894736842,0.42857142857142855,democrats
5670,8,19,28,307,5687,0.0,-1.0,rebel,0.55,0.42857142857142855,democrats
5709,8,19,29,309,5726,1.0,-2.0,conform,0.5238095238095238,0.42857142857142855,democrats
5876,8,19,30,321,5893,0.0,-1.0,rebel,0.5454545454545454,0.42857142857142855,democrats
6154,8,19,31,335,6171,0.0,2.0,conform,0.5217391304347826,0.42857142857142855,democrats
6324,8,19,32,345,6341,1.0,-2.0,conform,0.5217391304347826,0.375,democrats
6340,8,19,33,349,6357,0.0,-2.0,rebel,0.5416666666666666,0.375,democrats
6684,8,19,34,361,6702,1.0,-2.0,conform,0.52,0.375,democrats
6742,8,19,35,370,6760,0.0,2.0,conform,0.5384615384615384,0.375,democrats
7041,8,19,36,382,7062,0.0,-2.0,rebel,0.5384615384615384,0.3333333333333333,democrats
7389,8,19,37,400,7410,1.0,2.0,rebel,0.5185185185185185,0.3333333333333333,democrats
7404,8,19,38,398,7425,0.0,2.0,conform,0.5185185185185185,0.4,democrats
7567,8,19,39,414,7588,0.0,-1.0,rebel,0.5185185185185185,0.36363636363636365,democrats
7739,8,19,40,421,7761,0.0,-1.0,rebel,0.5,0.36363636363636365,democrats
7978,8,19,41,432,8000,0.0,-2.0,rebel,0.4827586206896552,0.36363636363636365,democrats
8176,8,19,42,446,8198,0.0,1.0,conform,0.4666666666666667,0.36363636363636365,democrats
8405,8,19,43,459,8427,1.0,2.0,rebel,0.4666666666666667,0.3333333333333333,democrats
8802,8,19,44,480,8830,0.0,-1.0,rebel,0.4666666666666667,0.38461538461538464,democrats
8975,8,19,45,491,9003,1.0,-1.0,conform,0.45161290322580644,0.38461538461538464,democrats
9298,8,19,46,508,9326,0.0,1.0,conform,0.46875,0.38461538461538464,democrats
9376,8,19,47,516,9404,1.0,-1.0,conform,0.46875,0.35714285714285715,democrats
9506,8,19,48,525,9534,0.0,-1.0,rebel,0.48484848484848486,0.35714285714285715,democrats
9833,8,19,49,536,9861,1.0,2.0,rebel,0.47058823529411764,0.35714285714285715,democrats
9847,8,19,50,545,9875,0.0,2.0,conform,0.47058823529411764,0.4,democrats
